%c-строка: %d полей после имени вместо %d — недостающие остаются старыми/нулевыми, лишние игнорируются	%c line: %d fields after the name instead of %d — the missing ones keep their old/zero values, extras are ignored	línea %c: %d campos tras el nombre en vez de %d — los que faltan conservan el valor anterior/cero, los sobrantes se ignoran
поле %d «%s» не число (atof → 0)	field %d «%s» is not a number (atof → 0)	campo %d «%s» no es un número (atof → 0)
поле %d «%s»: atof читает числовой префикс, хвост игнорируется (ваниль: RCRAIDER «0.1s»)	field %d «%s»: atof reads the numeric prefix, the tail is ignored (vanilla: RCRAIDER «0.1s»)	campo %d «%s»: atof lee el prefijo numérico, la cola se ignora (vanilla: RCRAIDER «0.1s»)
^-строка: %d токенов вместо 36	^ line: %d tokens instead of 36	línea ^: %d tokens en vez de 36
^-строка: индекс группы «%s» вне 0..29 — CopyAnimGroup пишет по 0xC1CDC0+idx*0x94 без границы	^ line: group index «%s» outside 0..29 — CopyAnimGroup writes at 0xC1CDC0+idx*0x94 unbounded	línea ^: índice de grupo «%s» fuera de 0..29 — CopyAnimGroup escribe en 0xC1CDC0+idx*0x94 sin límite
«%s» не из 210 встроенных имён%s — FindExactWord вернёт 210: 0xE0 байт лягут в m_aBikeHandling[0..3] (BIKE, MOPED, DIRTBIKE, FCR900)	«%s» is not among the 210 built-in names%s — FindExactWord returns 210: 0xE0 bytes land in m_aBikeHandling[0..3] (BIKE, MOPED, DIRTBIKE, FCR900)	«%s» no está entre los 210 nombres integrados%s — FindExactWord devuelve 210: 0xE0 bytes caen en m_aBikeHandling[0..3] (BIKE, MOPED, DIRTBIKE, FCR900)
 («#» — не комментарий, строка разбирается как машина)	 («#» is not a comment, the line is parsed as a car)	 («#» no es comentario, la línea se analiza como coche)
 (регистр важен: имена в верхнем регистре)	 (case matters: names are upper-case)	 (importan las mayúsculas: los nombres van en mayúsculas)
Своих имён быть не может; для мода переиспользуй имя из 210.	Custom names are impossible; reuse one of the 210 names for a mod.	No puede haber nombres propios; para un mod reutiliza un nombre de los 210.
«%s» совпало с «%s» только по префиксу — данные лягут в %s	«%s» matched «%s» by prefix only — the data lands in %s	«%s» coincidió con «%s» solo por prefijo — los datos irán a %s
%d токенов вместо 36 — недостающие поля остаются старыми/нулевыми, лишние игнорируются	%d tokens instead of 36 — the missing fields keep their old/zero values, extras are ignored	%d tokens en vez de 36 — los campos que faltan conservan el valor anterior/cero, los sobrantes se ignoran
поле %d «%s» должно быть hex	field %d «%s» must be hex	el campo %d «%s» debe ser hex
поле %d «%s»: atof читает числовой префикс, хвост игнорируется	field %d «%s»: atof reads the numeric prefix, the tail is ignored	campo %d «%s»: atof lee el prefijo numérico, la cola se ignora
driveType «%s» не F/R/4	driveType «%s» is not F/R/4	driveType «%s» no es F/R/4
engineType «%s» не P/D/E	engineType «%s» is not P/D/E	engineType «%s» no es P/D/E
mass ≤ 0 — 1/mass = INF, физика взрывается	mass ≤ 0 — 1/mass = INF, the physics blows up	mass ≤ 0 — 1/mass = INF, la física explota
percentSubmerged %s вне 1..255 (байт; 0 = деление на ноль в плавучести)	percentSubmerged %s outside 1..255 (byte; 0 = division by zero in buoyancy)	percentSubmerged %s fuera de 1..255 (byte; 0 = división por cero en la flotabilidad)
numGears %d — 0: машина не едет (NaN-передачи); ≥6: InitGearRatios затирает driveType/engineType/numGears/флаги (+0x74..+0x80)	numGears %d — 0: the car does not move (NaN gears); ≥6: InitGearRatios overwrites driveType/engineType/numGears/flags (+0x74..+0x80)	numGears %d — 0: el coche no se mueve (marchas NaN); ≥6: InitGearRatios sobrescribe driveType/engineType/numGears/flags (+0x74..+0x80)
frontLights %s вне 0..3	frontLights %s outside 0..3	frontLights %s fuera de 0..3
rearLights %s вне 0..3	rearLights %s outside 0..3	rearLights %s fuera de 0..3
animGroup %s ≥ 30 — индекс m_vehicleAnimGroups[30] без границы (анимации посадки из мусора)	animGroup %s ≥ 30 — index into m_vehicleAnimGroups[30] unbounded (entry animations from garbage)	animGroup %s ≥ 30 — índice en m_vehicleAnimGroups[30] sin límite (animaciones de entrada de basura)
нет строки «;the end» — читается до конца файла	no «;the end» line — read up to the end of the file	no hay línea «;the end» — se lee hasta el final del archivo
data/carcols.dat не найден — LoadVehicleColours не проверяет FILE* → краш при старте	data/carcols.dat not found — LoadVehicleColours does not check the FILE* → crash at startup	data/carcols.dat no encontrado — LoadVehicleColours no comprueba el FILE* → crash al arrancar
строка ≥ 1024 байт — ReadLine(0x400) режет её на две записи	line ≥ 1024 bytes — ReadLine(0x400) cuts it into two records	línea ≥ 1024 bytes — ReadLine(0x400) la corta en dos registros
цвет №%d: sscanf("%%d %%d %%d") разобрал только %d значений (например «77.93,96») — остальные каналы берутся со стека предыдущей строки	colour #%d: sscanf("%%d %%d %%d") parsed only %d values (e.g. «77.93,96») — the remaining channels come from the previous line's stack	color n.º %d: sscanf("%%d %%d %%d") solo analizó %d valores (p. ej. «77.93,96») — el resto de canales sale de la pila de la línea anterior
цвет №%d: канал %s вне 0..255 (хранится байтом)	colour #%d: channel %s outside 0..255 (stored as a byte)	color n.º %d: canal %s fuera de 0..255 (se guarda en un byte)
цвет №%d без «#»-комментария — движок сканирует строку за буфер до ближайшего «#» (только чтение)	colour #%d without a «#» comment — the engine scans the line past the buffer up to the nearest «#» (read only)	color n.º %d sin comentario «#» — el motor escanea la línea más allá del búfer hasta el «#» más cercano (solo lectura)
129-й цвет — таблица ms_vehicleColourTable на 128, дальше затираются ms_pVehicleStructurePool/TXD-указатели и статики до CAnimManager	129th colour — ms_vehicleColourTable holds 128, beyond it ms_pVehicleStructurePool/TXD pointers and the statics up to CAnimManager are overwritten	color n.º 129 — la tabla ms_vehicleColourTable es de 128, después se sobrescriben ms_pVehicleStructurePool/punteros TXD y los estáticos hasta CAnimManager
%s «%s»: имя не является моделью ни в одном IDE — GetModelInfo → NULL, запись numVariations по адресу 0x2D0 → краш	%s «%s»: the name is not a model in any IDE — GetModelInfo → NULL, numVariations written at address 0x2D0 → crash	%s «%s»: el nombre no es un modelo de ningún IDE — GetModelInfo → NULL, escritura de numVariations en la dirección 0x2D0 → crash
«%s» — модель типа %s, не машина: запись цветов +0x2B0..+0x2D0 уходит за пределы modelinfo (порча соседних записей хранилища)	«%s» is a model of type %s, not a vehicle: the colour write +0x2B0..+0x2D0 runs past the modelinfo (corrupts the neighbouring store entries)	«%s» es un modelo de tipo %s, no un vehículo: la escritura de colores +0x2B0..+0x2D0 se sale del modelinfo (corrompe entradas vecinas del almacén)
